ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
AVAL,Grupo Aval Acciones y Valores S.A.,2020-04-06T14:57:00.000Z,TAS,0.22,0.19,-11.63,EDT,-14400000,EQUITY
DGLY,"Digital Ally, Inc.",2020-04-06T06:34:00.000Z,TAS,,,,EDT,-14400000,EQUITY
NLLGF,Nilörngruppen AB,2020-04-07T02:00:00.000Z,TAS,0.49,0.51,4.08,EDT,-14400000,EQUITY
CAAP,Corporación América Airports S.A.,2020-04-06T19:06:00.000Z,TAS,0.19,0.18,-5.26,EDT,-14400000,EQUITY
FCAFF,Firm Capital Apartment Real Estate Investment Trust,2020-04-06T20:18:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SNAAF,"SAN-A CO.,LTD.",2020-04-07T02:00:00.000Z,TAS,,72.93,,EDT,-14400000,EQUITY
BLPH,"Bellerophon Therapeutics, Inc.",2020-04-06T08:28:00.000Z,TAS,-1.05,-1,4.76,EDT,-14400000,EQUITY
BOUVF,BIO-UV Group S.A.,2020-04-06T11:45:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BASFY,BASF SE,2020-04-06T20:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
BFFAF,BASF SE,2020-04-06T20:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LUMIF,Luminex Resources Corp.,2020-04-06T17:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SMPL,The Simply Good Foods Company,2020-04-06T07:00:00.000Z,TAS,0.17,0.23,32.18,EDT,-14400000,EQUITY
SSNLF,"Samsung Electronics Co., Ltd.",2020-04-06T19:39:00.000Z,TAS,769.58,720,-6.44,EDT,-14400000,EQUITY
KOR,Corvus Gold Inc.,2020-04-06T14:23:00.000Z,TAS,-0.02,-0.03,-50,EDT,-14400000,EQUITY
SGTPY,Surgutneftegas Public Joint Stock Company,2020-04-06T11:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SGTZY,Surgutneftegas Public Joint Stock Company,2020-04-06T11:50:00.000Z,TAS,,,,EDT,-14400000,EQUITY
RCGCF,Roscan Gold Corporation,2020-04-06T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
ELP,Companhia Paranaense de Energia - COPEL,2020-04-06T22:34:00.000Z,TAS,0.03,0.06,76.47,EDT,-14400000,EQUITY
SGIPF,"Sugi Holdings Co.,Ltd.",2020-04-07T02:30:00.000Z,TAS,61.06,105.37,72.57,EDT,-14400000,EQUITY
CORVF,Corvus Gold Inc.,2020-04-06T14:23:00.000Z,TAS,-0.02,-0.03,-50,UTC,0,EQUITY
FELPQ,Foresight Energy LP,2020-04-06T06:05:00.000Z,TAS,,,,UTC,0,EQUITY
EXXRF,Exor N.V.,2020-04-07T00:59:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SDXEF,SDX Energy plc,2020-04-07T02:00:00.000Z,TAS,,,,EDT,-14400000,EQUITY
LONCF,Loncor Gold Inc.,2020-04-06T17:01:00.000Z,TAS,,,,EDT,-14400000,EQUITY
GNRRF,GeNeuro SA,2020-04-07T01:30:00.000Z,TAS,,,,EDT,-14400000,EQUITY
HMAGF,home24 SE,2020-04-07T02:30:00.000Z,TAS,-0.2,-0.27,-35,EDT,-14400000,EQUITY
ZNTL,"Zentalis Pharmaceuticals, Inc.",2020-04-06T17:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
SEAC,"SeaChange International, Inc.",2020-04-06T12:05:00.000Z,TAS,0.18,0.13,-28.96,EDT,-14400000,EQUITY
ORMP,Oramed Pharmaceuticals Inc.,2020-04-06T16:47:00.000Z,TAS,-0.17,-0.21,-20,EDT,-14400000,EQUITY
RIOFF,Rio2 Limited,2020-04-06T18:09:00.000Z,TAS,,,,EDT,-14400000,EQUITY
