ticker,companyshortname,startdatetime,startdatetimetype,epsestimate,epsactual,epssurprisepct,timeZoneShortName,gmtOffsetMilliSeconds,quoteType
DNBHF,DNB ASA,2020-10-22T01:30:00.000Z,TAS,3.02,3.81,25.99,UTC,0,EQUITY
DNBBF,DNB Bank ASA,2020-10-22T01:30:00.000Z,TAS,3.02,3.81,25.99,EDT,-14400000,EQUITY
TMRAF,Tomra Systems ASA,2020-10-22T01:00:00.000Z,TAS,1.82,1.96,7.69,EDT,-14400000,EQUITY
MICLF,Mycronic AB (publ),2020-10-22T02:19:00.000Z,TAS,2.24,2.71,21.25,EDT,-14400000,EQUITY
KALU,Kaiser Aluminum Corporation,2020-10-21T16:37:00.000Z,TAS,0.18,0.33,79.35,EDT,-14400000,EQUITY
SVKEF,Skandinaviska Enskilda Banken AB (publ),2020-10-22T01:00:00.000Z,TAS,2.05,2.19,6.78,EDT,-14400000,EQUITY
ARHUF,AAK AB (publ.),2020-10-22T02:20:00.000Z,TAS,1.6,1.69,5.62,EDT,-14400000,EQUITY
APH,Amphenol Corporation,2020-10-21T08:00:00.000Z,TAS,0.44,0.55,24.43,EDT,-14400000,EQUITY
BIOVF,Swedish Orphan Biovitrum AB (publ),2020-10-22T02:05:00.000Z,TAS,1.07,0.93,-12.84,EDT,-14400000,EQUITY
ESAKF,Essity AB (publ),2020-10-22T01:00:00.000Z,TAS,3.94,3.55,-9.9,UTC,0,EQUITY
ETTYF,Essity AB (publ),2020-10-22T01:00:00.000Z,TAS,3.59,3.55,-1.14,EDT,-14400000,EQUITY
NMAKF,"Nemak, S. A. B. de C. V.",2020-10-21T19:07:00.000Z,TAS,-0.06,0.64,1166.67,EDT,-14400000,EQUITY
NTABF,NetEnt AB (publ),2020-10-22T01:30:00.000Z,TAS,0.76,0.69,-9.21,UTC,0,EQUITY
PINE,"Alpine Income Property Trust, Inc.",2020-10-21T16:10:00.000Z,TAS,0.04,0.06,50,EDT,-14400000,EQUITY
LFCAF,Lifco AB (publ),2020-10-22T01:30:00.000Z,TAS,0.78,0.92,18.66,UTC,0,EQUITY
MMNNF,Munters Group AB (publ),2020-10-22T03:48:00.000Z,TAS,0.87,0.85,-1.96,EDT,-14400000,EQUITY
AIOSF,"Atresmedia Corporación de Medios de Comunicación, S.A.",2020-10-22T01:46:00.000Z,TAS,0.05,0.07,48.94,EDT,-14400000,EQUITY
CLOEF,Cloetta AB (publ),2020-10-22T02:00:00.000Z,TAS,0.31,0.35,12.9,EDT,-14400000,EQUITY
ATLKF,Atlas Copco AB,2020-10-22T02:30:00.000Z,TAS,2.98,3.19,7.19,EDT,-14400000,EQUITY
ARGX,argenx SE,2020-10-22T01:42:00.000Z,TAS,-2.83,-3.97,-40.11,EDT,-14400000,EQUITY
AROW,Arrow Financial Corporation,2020-10-21T07:59:00.000Z,TAS,0.56,0.71,26.11,EDT,-14400000,EQUITY
SDTHF,Sdiptech AB (publ),2020-10-22T02:00:00.000Z,TAS,,2.44,,EDT,-14400000,EQUITY
EVGGF,Evolution AB (publ),2020-10-22T01:30:00.000Z,TAS,0.41,0.42,2.44,EDT,-14400000,EQUITY
BLRDF,BillerudKorsnäs AB (publ),2020-10-22T01:00:00.000Z,TAS,0.43,0.25,-42.13,EDT,-14400000,EQUITY
ALLGF,Alligator Bioscience AB (publ),2020-10-22T02:00:00.000Z,TAS,,-0.41,,UTC,0,EQUITY
ALGN,"Align Technology, Inc.",2020-10-21T16:19:00.000Z,TAS,0.64,2.25,252.11,EDT,-14400000,EQUITY
ARGNF,argenx SE,2020-10-22T01:00:00.000Z,TAS,-3.02,-3.97,-31.57,EDT,-14400000,EQUITY
ABT,Abbott Laboratories,2020-10-21T07:30:00.000Z,TAS,0.91,0.98,7.93,EDT,-14400000,EQUITY
AN,"AutoNation, Inc.",2020-10-21T07:24:00.000Z,TAS,1.65,2.38,44.59,EDT,-14400000,EQUITY
ACU,Acme United Corporation,2020-10-21T09:00:00.000Z,TAS,0.34,0.46,35.29,EDT,-14400000,EQUITY
ALFFF,"Alfa, S.A.B. de C.V.",2020-10-21T16:11:00.000Z,TAS,0.35,0.77,121.9,EDT,-14400000,EQUITY
ALFVF,Alfa Laval AB (publ),2020-10-22T01:39:00.000Z,TAS,2.6,2.46,-5.38,EDT,-14400000,EQUITY
BRTZF,Berentzen-Gruppe Aktiengesellschaft,2020-10-22T01:05:00.000Z,TAS,,,,EDT,-14400000,EQUITY
CLLKF,BICO Group AB (publ),2020-10-22T02:15:00.000Z,TAS,,-0.33,,EDT,-14400000,EQUITY
ALPKF,"ALPEK, S.A.B. de C.V.",2020-10-21T19:04:00.000Z,TAS,0.33,0.68,106.06,EDT,-14400000,EQUITY
